"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV_3094","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Chaetosphaeriales","f__Chaetosphaeriaceae","g__Pyrigemmula","s__aurantiaca"
"ASV_3095","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"ASV_3096","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3097","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_3098","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"ASV_3099","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiales_fam_Incertae_sedis","g__Erythrobasidiales_gen_Incertae_sedis",NA
"ASV_3100","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Kondoaceae","g__Bensingtonia","s__naganoensis"
"ASV_3101","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria",NA
"ASV_3102","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_3103","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA
"ASV_3104","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__victoriae"
"ASV_3105","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Hymenochaetaceae","g__Phellinus","s__piceicola"
"ASV_3106","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3107","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3108","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3109","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Stemphylium","s__vesicarium"
"ASV_3110","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3111","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_3112","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Myrmecridiales","f__Myrmecridiaceae","g__Myrmecridium","s__iridis"
"ASV_3113","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Tetraplosphaeriaceae","g__Tetraploa","s__sasicola"
"ASV_3114","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__ruber"
"ASV_3115","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Microascales","f__Ceratocystidaceae","g__Endoconidiophora","s__douglasii"
"ASV_3116","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_3117","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_3118","k__Fungi","p__Basidiomycota","c__Exobasidiomycetes","o__Entylomatales","f__Entylomataceae","g__Tilletiopsis","s__washingtonensis"
"ASV_3119","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Filobasidium",NA
"ASV_3120","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_3121","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae",NA,NA
"ASV_3122","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3123","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Inocybaceae","g__Inosperma","s__acutofulvum"
"ASV_3124","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Fenestella","s__parafenestrata"
"ASV_3125","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3126","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_3127","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3128","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Neocucurbitaria","s__ribicola"
"ASV_3129","k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Spizellomycetales_fam_Incertae_sedis","g__Spizellomycetales_gen_Incertae_sedis",NA
"ASV_3130","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae","g__Catenulostroma","s__hermanusense"
"ASV_3131","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3132","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia","s__reukaufii"
"ASV_3133","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Cladosporiales","f__Cladosporiaceae","g__Cladosporium",NA
"ASV_3134","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3135","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA
"ASV_3136","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3137","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_3138","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_3139","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Ploettnerulaceae","g__Oculimacula","s__yallundae"
"ASV_3140","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Naganishia","s__globosa"
"ASV_3141","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Mucoraceae","g__Mucor",NA
"ASV_3142","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae","g__Ceratobasidium","s__cereale"
"ASV_3143","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Amylocorticiales","f__Amylocorticiaceae","g__Plicatura","s__nivea"
"ASV_3144","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Candida","s__tropicalis"
"ASV_3145","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Chaetomium",NA
"ASV_3146","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3147","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales",NA,NA,NA
"ASV_3148","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Sclerotiniaceae","g__Sclerotinia","s__sclerotiorum"
"ASV_3149","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae","g__Retiarius","s__revayae"
"ASV_3150","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Dothidotthiaceae",NA,NA
"ASV_3151","k__Fungi","p__Ascomycota","c__Taphrinomycetes","o__Taphrinales","f__Taphrinaceae","g__Taphrina",NA
"ASV_3152","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Parastagonospora",NA
"ASV_3153","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__polonicum"
"ASV_3154","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Stachybotryaceae","g__Stachybotrys","s__chartarum"
"ASV_3155","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Erysiphaceae","g__Sawadaea","s__tulasnei"
"ASV_3156","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_3157","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3158","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae",NA,NA
"ASV_3159","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Hydnaceae","g__Sistotrema","s__brinkmannii"
"ASV_3160","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_3161","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_3162","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"ASV_3163","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Sclerotiniaceae","g__Monilinia","s__seaveri"
"ASV_3164","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Capnodiales_fam_Incertae_sedis","g__Perusta","s__inaequalis"
"ASV_3165","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothideaceae","g__Dothiora","s__prunorum"
"ASV_3166","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_3167","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3168","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium","s__pullulans"
"ASV_3169","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3170","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_3171","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3172","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3173","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3174","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_3175","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3176","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Entolomataceae","g__Entoloma",NA
"ASV_3177","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3178","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae","g__Sporobolomyces","s__roseus"
"ASV_3179","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Entolomataceae","g__Entoloma","s__clypeatum"
"ASV_3180","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3181","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Thelebolales","f__Thelebolaceae","g__Inopinatum","s__lactosum"
"ASV_3182","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3183","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinellus","s__ovatus"
"ASV_3184","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae","g__Orbilia","s__quaestiformis"
"ASV_3185","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Hymenochaetaceae","g__Fuscoporia","s__ferruginosa"
"ASV_3186","k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales","f__Rhizophydiaceae","g__Rhizophydiaceae_gen_Incertae_sedis",NA
"ASV_3187","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae",NA,NA
"ASV_3188","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_3189","k__Fungi","p__Ascomycota","c__Candelariomycetes","o__Candelariales","f__Candelariaceae","g__Candelaria","s__concolor"
"ASV_3190","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Parmeliaceae","g__Hypogymnia","s__physodes"
"ASV_3191","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_3192","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Cryptocline","s__arctostaphyli"
"ASV_3193","k__Fungi","p__Ascomycota","c__Lecanoromycetes",NA,NA,NA,NA
"ASV_3194","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Glomerellales","f__Glomerellaceae","g__Colletotrichum",NA
"ASV_3195","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinopsis","s__urticicola"
"ASV_3196","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3197","k__Fungi","p__Basidiomycota","c__Tremellomycetes",NA,NA,NA,NA
"ASV_3198","k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS11","f__GS11_fam_Incertae_sedis","g__GS11_gen_Incertae_sedis",NA
"ASV_3199","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3200","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Ascosphaerales","f__Ascosphaeraceae","g__Ascosphaera",NA
"ASV_3201","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_3202","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Microascales","f__Microascaceae",NA,NA
"ASV_3203","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Hymenochaetaceae","g__Hymenochaetopsis","s__tabacina"
"ASV_3204","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3205","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3206","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae","g__Catenulostroma","s__hermanusense"
"ASV_3207","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae","g__Teratosphaeria","s__fibrillosa"
"ASV_3208","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Neocucurbitaria","s__populi"
"ASV_3209","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Myxotrichaceae","g__Oidiodendron","s__setiferum"
"ASV_3210","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetaceae","g__Zygosaccharomyces","s__siamensis"
"ASV_3211","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3212","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Lecanoraceae","g__Lecanora",NA
"ASV_3213","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae",NA,NA
"ASV_3214","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Trichomonascaceae","g__Trichomonascus","s__ciferrii"
"ASV_3215","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Clavicipitaceae","g__Claviceps","s__quebecensis"
"ASV_3216","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3217","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideomycetes_ord_Incertae_sedis","f__Dothideomycetes_fam_Incertae_sedis","g__Radulidium",NA
"ASV_3218","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"ASV_3219","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"ASV_3220","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Tricladiaceae","g__Tricladium","s__angustum"
"ASV_3221","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_3222","k__Fungi","p__Ascomycota","c__Taphrinomycetes","o__Taphrinales","f__Taphrinaceae","g__Taphrina",NA
"ASV_3223","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Cytosporaceae","g__Cytospora","s__predappioensis"
"ASV_3224","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Thyridariaceae","g__Parathyridaria","s__ellipsoidea"
"ASV_3225","k__Fungi","p__Ascomycota","c__Arthoniomycetes","o__Lichenostigmatales","f__Lichenostigmatales_fam_Incertae_sedis","g__Lichenostigmatales_gen_Incertae_sedis",NA
"ASV_3226","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Hymenochaetaceae","g__Tubulicrinis","s__chaetophorus"
"ASV_3227","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Heterocephalacria",NA
"ASV_3228","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3229","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3230","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Geastrumia","s__polystigmatis"
"ASV_3231","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium","s__pullulans"
"ASV_3232","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3233","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Leptospora","s__rubella"
"ASV_3234","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3235","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3236","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Lycoperdaceae","g__Bovista","s__tomentosa"
"ASV_3237","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3238","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Zasmidium","s__lythri"
"ASV_3239","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Alternaria",NA
"ASV_3240","k__Fungi","p__Ascomycota","c__Taphrinomycetes","o__Taphrinales","f__Taphrinaceae","g__Taphrina","s__confusa"
"ASV_3241","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3242","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Ramularia","s__armoraciae"
"ASV_3243","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"ASV_3244","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetaceae","g__Zygosaccharomyces","s__rouxii"
"ASV_3245","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Coniothyriaceae","g__Ochrocladosporium","s__frigidarii"
"ASV_3246","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3247","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium",NA
"ASV_3248","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae",NA,NA
"ASV_3249","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3250","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3251","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_3252","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Cytosporaceae","g__Cytospora","s__prunicola"
"ASV_3253","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Parastagonospora",NA
"ASV_3254","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Leptospora","s__galii"
"ASV_3255","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3256","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3257","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__aquadulcis"
"ASV_3258","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Meruliaceae","g__Ceriporiopsis","s__tianshanensis"
"ASV_3259","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_3260","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Chaetomium",NA
"ASV_3261","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_3262","k__Fungi","p__Ascomycota","c__Sareomycetes","o__Sareales","f__Sareaceae","g__Sarea","s__difformis"
"ASV_3263","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Rickenellaceae","g__Peniophorella","s__praetermissa"
"ASV_3264","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Coryneliales","f__Coryneliaceae","g__Caliciopsis","s__pinea"
"ASV_3265","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_3266","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Pezizellaceae","g__Scleropezicula",NA
"ASV_3267","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Tremellaceae","g__Bulleromyces",NA
"ASV_3268","k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA
"ASV_3269","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Neoascochyta",NA
"ASV_3270","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Graphostromataceae","g__Graphostromataceae_gen_Incertae_sedis",NA
"ASV_3271","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3272","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Hymenochaetales_fam_Incertae_sedis","g__Skvortzovia","s__pinicola"
"ASV_3273","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3274","k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales","f__Alphamycetaceae","g__Betamyces",NA
"ASV_3275","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_3276","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_3277","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Ploettnerulaceae",NA,NA
"ASV_3278","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Mycenaceae","g__Mycena","s__strobilicola"
"ASV_3279","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Thelebolales","f__Pseudeurotiaceae","g__Pseudogymnoascus","s__roseus"
"ASV_3280","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Mucoraceae","g__Mucor","s__circinelloides"
"ASV_3281","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Diatrypaceae","g__Diatrype",NA
"ASV_3282","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Cephalothecales","f__Cephalothecaceae","g__Phialemonium","s__inflatum"
"ASV_3283","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA
"ASV_3284","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3285","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Zymoseptoria","s__brevis"
"ASV_3286","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthomycetidae_ord_Incertae_sedis","f__Rhamphoriaceae","g__Rhamphoria",NA
"ASV_3287","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Pseudoophiobolus","s__pseudoitalicus"
"ASV_3288","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Rhytismatales","f__Rhytismataceae","g__Lophodermium",NA
"ASV_3289","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Chaetomium",NA
"ASV_3290","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothideaceae","g__Dothiora",NA
"ASV_3291","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Ramularia","s__armoraciae"
"ASV_3292","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Umbilicariales","f__Ophioparmaceae","g__Hypocenomyce","s__scalaris"
"ASV_3293","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Sebacinales","f__Sebacinaceae","g__Chaetospermum",NA
"ASV_3294","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3295","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3296","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Microdochiaceae","g__Microdochium","s__panattonianum"
"ASV_3297","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Clavicipitaceae","g__Metarhizium","s__baoshanense"
"ASV_3298","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_3299","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Lulworthiales","f__Lulworthiaceae","g__Lulworthia",NA
"ASV_3300","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothideaceae","g__Dothiora","s__prunorum"
"ASV_3301","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae",NA,NA
"ASV_3302","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae","g__Lapidomyces",NA
"ASV_3303","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"ASV_3304","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Exophiala",NA
"ASV_3305","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_3306","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3307","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Bionectriaceae","g__Hydropisphaera",NA
"ASV_3308","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3309","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_3310","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae","g__Teratosphaeria","s__fibrillosa"
"ASV_3311","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3312","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lophiostomataceae","g__Neovaginatispora","s__aquadulcis"
"ASV_3313","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Ascosphaerales","f__Ascosphaeraceae","g__Ascosphaera",NA
